unit,cycle,reliability,y_obs,RUL
28,103,1.0,0,130
28,104,1.0,0,130
28,105,1.0,0,130
28,106,1.0,0,130
28,107,1.0,0,130
28,108,1.0,0,130
28,109,1.0,0,130
28,110,1.0,0,130
28,111,1.0,0,130
28,112,1.0,0,130
28,113,1.0,0,130
28,114,1.0,0,130
28,115,1.0,0,130
28,116,1.0,0,130
28,117,1.0,0,130
28,118,1.0,0,130
28,119,1.0,0,130
28,120,1.0,0,130
28,121,1.0,0,130
28,122,1.0,0,130
28,123,1.0,0,130
28,124,1.0,0,130
28,125,1.0,0,130
28,126,1.0,0,129
28,127,1.0,0,128
28,128,1.0,0,127
28,129,1.0,0,126
28,130,1.0,0,125
28,131,1.0,0,124
28,132,1.0,0,123
28,133,1.0,0,122
28,134,1.0,0,121
28,135,1.0,0,120
28,136,1.0,0,119
28,137,1.0,0,118
28,138,1.0,0,117
28,139,1.0,0,116
28,140,1.0,0,115
28,141,1.0,0,114
28,142,1.0,0,113
28,143,1.0,0,112
28,144,1.0,0,111
28,145,1.0,0,110
28,146,1.0,0,109
28,147,1.0,0,108
28,148,1.0,0,107
28,149,1.0,0,106
28,150,1.0,0,105
28,151,1.0,0,104
28,152,1.0,0,103
28,153,1.0,0,102
28,154,1.0,0,101
28,155,1.0,0,100
28,156,1.0,1,99
28,157,1.0,1,98
28,158,1.0,0,97
29,1,1.0,0,130
29,2,1.0,0,130
29,3,1.0,0,130
29,4,1.0,0,130
29,5,1.0,0,130
29,6,1.0,0,130
29,7,1.0,0,130
29,8,1.0,0,130
29,9,1.0,0,130
29,10,1.0,0,130
29,11,1.0,0,130
29,12,1.0,0,130
29,13,1.0,0,130
29,14,1.0,0,130
29,15,1.0,0,130
29,16,1.0,0,130
29,17,1.0,0,130
29,18,1.0,0,130
29,19,1.0,0,130
29,20,1.0,0,130
29,21,1.0,0,130
29,22,1.0,0,130
29,23,1.0,0,130
29,24,1.0,0,130
29,25,1.0,0,130
29,26,1.0,0,130
29,27,1.0,0,130
29,28,1.0,0,130
29,29,1.0,0,130
29,30,1.0,0,130
29,31,1.0,0,130
29,32,1.0,0,130
29,33,1.0,0,130
29,34,1.0,0,130
29,35,1.0,0,130
29,36,1.0,0,130
29,37,1.0,0,130
29,38,1.0,0,130
29,39,1.0,0,130
29,40,1.0,0,130
29,41,1.0,0,130
29,42,1.0,0,130
29,43,1.0,0,130
29,44,1.0,0,130
29,45,1.0,0,130
29,46,1.0,0,130
29,47,1.0,0,130
29,48,1.0,0,130
29,49,1.0,0,130
29,50,1.0,0,130
29,51,1.0,0,130
29,52,1.0,0,130
29,53,1.0,0,130
29,54,1.0,0,130
29,55,1.0,0,130
29,56,1.0,0,130
29,57,1.0,0,130
29,58,1.0,0,130
29,59,1.0,0,130
29,60,1.0,0,130
29,61,1.0,0,130
29,62,1.0,0,130
29,63,1.0,0,130
29,64,1.0,0,130
29,65,1.0,0,130
29,66,1.0,0,130
29,67,1.0,0,130
29,68,1.0,0,130
29,69,1.0,0,130
29,70,1.0,0,130
29,71,1.0,0,130
29,72,1.0,0,130
29,73,1.0,0,130
29,74,1.0,0,130
29,75,1.0,0,130
29,76,1.0,0,130
29,77,1.0,0,130
29,78,1.0,0,130
29,79,1.0,0,130
29,80,1.0,0,130
29,81,1.0,0,130
29,82,1.0,0,130
29,83,1.0,0,130
29,84,1.0,0,130
29,85,1.0,0,130
29,86,1.0,0,130
29,87,1.0,0,130
29,88,1.0,0,130
29,89,1.0,0,130
29,90,1.0,0,130
29,91,1.0,0,130
29,92,1.0,0,130
29,93,1.0,0,130
29,94,1.0,0,130
29,95,1.0,0,130
29,96,1.0,0,130
29,97,1.0,0,130
29,98,1.0,0,130
29,99,1.0,0,130
29,100,1.0,0,130
29,101,1.0,0,130
29,102,1.0,0,130
29,103,1.0,0,130
29,104,1.0,0,130
29,105,1.0,0,130
29,106,1.0,0,130
29,107,1.0,0,130
29,108,1.0,0,130
29,109,1.0,0,130
29,110,1.0,0,130
29,111,1.0,0,130
29,112,1.0,0,130
29,113,1.0,0,130
29,114,1.0,0,130
29,115,1.0,0,130
29,116,1.0,0,130
29,117,1.0,0,130
29,118,1.0,0,130
29,119,1.0,0,130
29,120,1.0,0,130
29,121,1.0,0,130
29,122,1.0,0,130
29,123,1.0,0,130
29,124,1.0,0,130
29,125,1.0,0,130
29,126,1.0,0,130
29,127,1.0,0,130
29,128,1.0,0,130
29,129,1.0,0,130
29,130,1.0,0,130
29,131,1.0,0,130
29,132,1.0,0,129
29,133,1.0,0,128
29,134,1.0,0,127
29,135,1.0,0,126
29,136,1.0,0,125
29,137,1.0,0,124
29,138,1.0,0,123
29,139,1.0,0,122
29,140,1.0,0,121
29,141,1.0,0,120
29,142,1.0,0,119
29,143,1.0,0,118
29,144,1.0,0,117
29,145,1.0,0,116
29,146,1.0,0,115
29,147,1.0,0,114
29,148,1.0,0,113
29,149,1.0,0,112
29,150,1.0,0,111
29,151,1.0,1,110
29,152,1.0,1,109
29,153,1.0,1,108
29,154,1.0,1,107
29,155,1.0,1,106
29,156,1.0,0,105
29,157,1.0,0,104
29,158,1.0,0,103
29,159,1.0,0,102
29,160,1.0,0,101
29,161,1.0,0,100
29,162,1.0,0,99
29,163,1.0,1,98
29,164,1.0,1,97
29,165,1.0,0,96
29,166,1.0,1,95
29,167,1.0,1,94
29,168,1.0,1,93
29,169,1.0,1,92
29,170,1.0,1,91
29,171,1.0,1,90
30,1,1.0,0,130
30,2,1.0,0,130
30,3,1.0,0,130
30,4,1.0,0,130
30,5,1.0,0,130
30,6,1.0,0,130
30,7,1.0,0,130
30,8,1.0,0,130
30,9,1.0,0,130
30,10,1.0,0,130
30,11,1.0,0,130
30,12,1.0,0,130
30,13,1.0,0,130
30,14,1.0,0,130
30,15,1.0,0,130
30,16,1.0,0,130
30,17,1.0,0,130
30,18,1.0,0,130
30,19,1.0,0,130
30,20,1.0,0,130
30,21,1.0,0,130
30,22,1.0,0,130
30,23,1.0,0,130
30,24,1.0,0,130
30,25,1.0,0,130
30,26,1.0,0,130
30,27,1.0,0,130
30,28,1.0,0,130
30,29,1.0,0,130
30,30,1.0,0,130
30,31,1.0,0,130
30,32,1.0,0,130
30,33,1.0,0,130
30,34,1.0,0,130
30,35,1.0,0,130
30,36,1.0,0,130
30,37,1.0,0,130
30,38,1.0,0,130
30,39,1.0,0,130
30,40,1.0,0,130
30,41,1.0,0,130
30,42,1.0,0,130
30,43,1.0,0,130
30,44,1.0,0,130
30,45,1.0,0,130
30,46,1.0,0,130
30,47,1.0,0,130
30,48,1.0,0,130
30,49,1.0,0,130
30,50,1.0,0,130
30,51,1.0,0,130
30,52,1.0,0,130
30,53,1.0,0,130
30,54,1.0,0,130
30,55,1.0,0,130
30,56,1.0,0,130
30,57,1.0,0,130
30,58,1.0,0,130
30,59,1.0,0,130
30,60,1.0,0,130
30,61,1.0,0,130
30,62,1.0,0,130
30,63,1.0,0,130
30,64,1.0,0,130
30,65,1.0,0,130
30,66,1.0,0,130
30,67,1.0,0,130
30,68,1.0,0,130
30,69,1.0,0,130
30,70,1.0,0,130
30,71,1.0,0,130
30,72,1.0,0,130
30,73,1.0,0,130
30,74,1.0,0,130
30,75,1.0,0,130
30,76,1.0,0,130
30,77,1.0,0,130
30,78,1.0,0,130
30,79,1.0,0,130
30,80,1.0,0,130
30,81,1.0,0,130
30,82,1.0,0,130
30,83,1.0,0,130
30,84,1.0,0,130
30,85,1.0,0,130
30,86,1.0,0,130
30,87,1.0,0,130
30,88,1.0,0,130
30,89,1.0,0,130
30,90,1.0,0,130
30,91,1.0,0,130
30,92,1.0,0,130
30,93,1.0,0,130
30,94,1.0,0,130
30,95,1.0,0,130
30,96,1.0,0,130
30,97,1.0,0,130
30,98,1.0,0,130
30,99,1.0,0,130
30,100,1.0,0,130
30,101,1.0,0,130
30,102,1.0,0,130
30,103,1.0,0,130
30,104,1.0,0,130
30,105,1.0,0,130
30,106,1.0,0,130
30,107,1.0,0,130
30,108,1.0,0,130
30,109,1.0,0,130
30,110,1.0,0,130
30,111,1.0,0,130
30,112,1.0,0,130
30,113,1.0,0,130
30,114,1.0,0,130
30,115,1.0,0,130
30,116,1.0,0,130
30,117,1.0,0,130
30,118,1.0,0,130
30,119,1.0,0,130
30,120,1.0,0,130
30,121,1.0,0,130
30,122,1.0,0,130
30,123,1.0,0,130
30,124,1.0,0,130
30,125,1.0,0,130
30,126,1.0,0,130
30,127,1.0,0,130
30,128,1.0,1,130
30,129,1.0,0,129
30,130,1.0,0,128
30,131,1.0,0,127
30,132,1.0,0,126
30,133,1.0,0,125
30,134,1.0,0,124
30,135,1.0,0,123
30,136,1.0,0,122
30,137,1.0,0,121
30,138,1.0,1,120
30,139,1.0,0,119
30,140,1.0,0,118
30,141,1.0,0,117
30,142,1.0,0,116
30,143,1.0,0,115
31,1,1.0,0,130
31,2,1.0,0,130
31,3,1.0,0,130
31,4,1.0,0,130
31,5,1.0,0,130
31,6,1.0,0,130
31,7,1.0,0,130
31,8,1.0,0,130
31,9,1.0,0,130
31,10,1.0,0,130
31,11,1.0,0,130
31,12,1.0,0,130
31,13,1.0,0,130
31,14,1.0,0,130
31,15,1.0,0,130
31,16,1.0,0,130
31,17,1.0,0,130
31,18,1.0,0,130
31,19,1.0,0,130
31,20,1.0,0,130
31,21,1.0,0,130
31,22,1.0,0,130
31,23,1.0,0,130
31,24,1.0,0,130
31,25,1.0,0,130
31,26,1.0,0,130
31,27,1.0,0,130
31,28,1.0,0,130
31,29,1.0,0,130
31,30,1.0,0,130
31,31,1.0,0,130
31,32,1.0,0,130
31,33,1.0,0,130
31,34,1.0,0,130
31,35,1.0,0,130
31,36,1.0,0,130
31,37,1.0,0,130
31,38,1.0,0,130
31,39,1.0,0,130
31,40,1.0,0,130
31,41,1.0,0,130
31,42,1.0,0,130
31,43,1.0,0,130
31,44,1.0,0,130
31,45,1.0,0,130
31,46,1.0,0,130
31,47,1.0,0,130
31,48,1.0,0,130
31,49,1.0,0,130
31,50,1.0,0,130
31,51,1.0,0,130
31,52,1.0,0,130
31,53,1.0,0,130
31,54,1.0,0,130
31,55,1.0,0,130
31,56,1.0,0,130
31,57,1.0,0,130
31,58,1.0,0,130
31,59,1.0,0,130
31,60,1.0,0,130
31,61,1.0,0,130
31,62,1.0,0,130
31,63,1.0,0,130
31,64,1.0,0,130
31,65,1.0,0,130
31,66,1.0,0,130
31,67,1.0,0,130
31,68,1.0,0,130
31,69,1.0,0,130
31,70,1.0,0,130
31,71,1.0,0,130
31,72,1.0,0,130
31,73,1.0,0,130
31,74,1.0,0,130
31,75,1.0,0,129
31,76,1.0,0,128
31,77,1.0,0,127
31,78,1.0,0,126
31,79,1.0,0,125
31,80,1.0,0,124
31,81,1.0,0,123
31,82,1.0,0,122
31,83,1.0,0,121
31,84,1.0,0,120
31,85,1.0,0,119
31,86,1.0,0,118
31,87,1.0,0,117
31,88,1.0,0,116
31,89,1.0,0,115
31,90,1.0,0,114
31,91,1.0,0,113
31,92,1.0,0,112
31,93,1.0,0,111
31,94,1.0,0,110
31,95,1.0,0,109
31,96,1.0,0,108
31,97,1.0,0,107
31,98,1.0,0,106
31,99,1.0,1,105
31,100,1.0,1,104
31,101,1.0,1,103
31,102,1.0,1,102
31,103,1.0,1,101
31,104,1.0,1,100
31,105,1.0,1,99
31,106,1.0,1,98
31,107,1.0,1,97
31,108,1.0,1,96
31,109,1.0,1,95
31,110,1.0,1,94
31,111,1.0,1,93
31,112,1.0,1,92
31,113,1.0,1,91
31,114,1.0,0,90
31,115,1.0,0,89
31,116,1.0,1,88
31,117,1.0,0,87
31,118,1.0,1,86
31,119,1.0,0,85
31,120,1.0,1,84
31,121,1.0,1,83
31,122,1.0,0,82
31,123,1.0,1,81
31,124,1.0,1,80
31,125,1.0,1,79
31,126,1.0,1,78
31,127,1.0,1,77
31,128,1.0,1,76
31,129,1.0,1,75
31,130,1.0,1,74
31,131,1.0,1,73
31,132,1.0,1,72
31,133,1.0,1,71
31,134,1.0,1,70
31,135,1.0,1,69
31,136,1.0,1,68
31,137,1.0,1,67
31,138,1.0,1,66
31,139,1.0,1,65
31,140,1.0,1,64
31,141,1.0,1,63
31,142,1.0,1,62
31,143,1.0,1,61
31,144,1.0,1,60
31,145,1.0,1,59
31,146,1.0,1,58
31,147,1.0,1,57
31,148,1.0,1,56
31,149,1.0,1,55
31,150,1.0,1,54
31,151,1.0,1,53
31,152,1.0,1,52
31,153,1.0,1,51
31,154,1.0,1,50
31,155,1.0,1,49
31,156,1.0,1,48
31,157,1.0,1,47
31,158,1.0,1,46
31,159,1.0,1,45
31,160,1.0,1,44
31,161,1.0,1,43
31,162,1.0,1,42
31,163,1.0,1,41
31,164,1.0,1,40
31,165,1.0,1,39
31,166,1.0,1,38
31,167,1.0,1,37
31,168,1.0,1,36
31,169,1.0,1,35
31,170,1.0,1,34
31,171,1.0,1,33
31,172,1.0,1,32
31,173,1.0,1,31
31,174,1.0,1,30
31,175,1.0,1,29
31,176,1.0,1,28
31,177,1.0,1,27
31,178,1.0,1,26
31,179,1.0,2,25
31,180,1.0,2,24
31,181,1.0,2,23
31,182,1.0,2,22
31,183,1.0,2,21
31,184,1.0,2,20
31,185,1.0,2,19
31,186,1.0,2,18
31,187,1.0,2,17
31,188,1.0,2,16
31,189,1.0,2,15
31,190,1.0,2,14
31,191,1.0,2,13
31,192,1.0,2,12
31,193,1.0,2,11
31,194,,3,10
31,195,,2,9
31,196,,2,8
32,1,1.0,0,130
32,2,1.0,0,130
32,3,1.0,0,130
32,4,1.0,0,130
32,5,1.0,0,130
32,6,1.0,0,130
32,7,1.0,0,130
32,8,1.0,0,130
32,9,1.0,0,130
32,10,1.0,0,130
32,11,1.0,0,130
32,12,1.0,0,130
32,13,1.0,0,130
32,14,1.0,0,130
32,15,1.0,0,130
32,16,1.0,0,130
32,17,1.0,0,130
32,18,1.0,0,130
32,19,1.0,0,130
32,20,1.0,0,130
32,21,1.0,0,130
32,22,1.0,0,130
32,23,1.0,0,130
32,24,1.0,0,130
32,25,1.0,0,130
32,26,1.0,0,130
32,27,1.0,0,130
32,28,1.0,0,130
32,29,1.0,0,130
32,30,1.0,0,130
32,31,1.0,0,130
32,32,1.0,0,130
32,33,1.0,0,130
32,34,1.0,0,130
32,35,1.0,0,130
32,36,1.0,0,130
32,37,1.0,0,130
32,38,1.0,0,130
32,39,1.0,0,130
32,40,1.0,0,130
32,41,1.0,0,130
32,42,1.0,0,130
32,43,1.0,0,130
32,44,1.0,0,130
32,45,1.0,0,130
32,46,1.0,0,130
32,47,1.0,0,130
32,48,1.0,0,130
32,49,1.0,0,130
32,50,1.0,0,130
32,51,1.0,0,130
32,52,1.0,0,130
32,53,1.0,0,130
32,54,1.0,0,130
32,55,1.0,0,130
32,56,1.0,0,130
32,57,1.0,0,130
32,58,1.0,0,130
32,59,1.0,0,130
32,60,1.0,0,130
32,61,1.0,0,130
32,62,1.0,0,130
32,63,1.0,0,130
32,64,1.0,0,129
32,65,1.0,0,128
32,66,1.0,0,127
32,67,1.0,0,126
32,68,1.0,0,125
32,69,1.0,0,124
32,70,1.0,0,123
32,71,1.0,0,122
32,72,1.0,0,121
32,73,1.0,0,120
32,74,1.0,0,119
32,75,1.0,0,118
32,76,1.0,0,117
32,77,1.0,0,116
32,78,1.0,0,115
32,79,1.0,0,114
32,80,1.0,0,113
32,81,1.0,0,112
32,82,1.0,0,111
32,83,1.0,0,110
32,84,1.0,0,109
32,85,1.0,0,108
32,86,1.0,0,107
32,87,1.0,0,106
32,88,1.0,0,105
32,89,1.0,0,104
32,90,1.0,0,103
32,91,1.0,0,102
32,92,1.0,0,101
32,93,1.0,0,100
32,94,1.0,0,99
32,95,1.0,0,98
32,96,1.0,0,97
32,97,1.0,0,96
32,98,1.0,0,95
32,99,1.0,0,94
32,100,1.0,0,93
32,101,1.0,0,92
32,102,1.0,0,91
32,103,1.0,0,90
32,104,1.0,0,89
32,105,1.0,0,88
32,106,1.0,0,87
32,107,1.0,0,86
32,108,1.0,0,85
32,109,1.0,0,84
32,110,1.0,0,83
32,111,1.0,0,82
32,112,1.0,0,81
32,113,1.0,0,80
32,114,1.0,0,79
32,115,1.0,1,78
32,116,1.0,0,77
32,117,1.0,0,76
32,118,1.0,0,75
32,119,1.0,0,74
32,120,1.0,0,73
32,121,1.0,0,72
32,122,1.0,1,71
32,123,1.0,1,70
32,124,1.0,1,69
32,125,1.0,0,68
32,126,1.0,1,67
32,127,1.0,1,66
32,128,1.0,1,65
32,129,1.0,1,64
32,130,1.0,1,63
32,131,1.0,1,62
32,132,1.0,1,61
32,133,1.0,1,60
32,134,1.0,1,59
32,135,1.0,1,58
32,136,1.0,1,57
32,137,1.0,1,56
32,138,1.0,1,55
32,139,1.0,1,54
32,140,1.0,1,53
32,141,1.0,1,52
32,142,1.0,1,51
32,143,1.0,1,50
32,144,1.0,1,49
32,145,1.0,1,48
33,1,1.0,0,130
33,2,1.0,0,130
33,3,1.0,0,130
33,4,1.0,0,130
33,5,1.0,0,130
33,6,1.0,0,130
33,7,1.0,0,130
33,8,1.0,0,130
33,9,1.0,0,130
33,10,1.0,0,130
33,11,1.0,0,130
33,12,1.0,0,130
33,13,1.0,0,130
33,14,1.0,0,130
33,15,1.0,0,130
33,16,1.0,0,130
33,17,1.0,0,130
33,18,1.0,0,130
33,19,1.0,0,130
33,20,1.0,0,130
33,21,1.0,0,130
33,22,1.0,0,130
33,23,1.0,0,130
33,24,1.0,0,130
33,25,1.0,0,130
33,26,1.0,0,130
33,27,1.0,0,129
33,28,1.0,1,128
33,29,1.0,0,127
33,30,1.0,0,126
33,31,1.0,1,125
33,32,1.0,1,124
33,33,1.0,1,123
33,34,1.0,0,122
33,35,1.0,0,121
33,36,1.0,0,120
33,37,1.0,0,119
33,38,1.0,0,118
33,39,1.0,0,117
33,40,1.0,0,116
33,41,1.0,0,115
33,42,1.0,0,114
33,43,1.0,0,113
33,44,1.0,0,112
33,45,1.0,0,111
33,46,1.0,0,110
33,47,1.0,0,109
33,48,1.0,0,108
33,49,1.0,0,107
33,50,1.0,0,106
34,1,1.0,0,130
34,2,1.0,0,130
34,3,1.0,0,130
34,4,1.0,0,130
34,5,1.0,0,130
34,6,1.0,0,130
34,7,1.0,0,130
34,8,1.0,0,130
34,9,1.0,0,130
34,10,1.0,0,130
34,11,1.0,0,130
34,12,1.0,0,130
34,13,1.0,0,130
34,14,1.0,0,130
34,15,1.0,0,130
34,16,1.0,0,130
34,17,1.0,0,130
34,18,1.0,0,130
34,19,1.0,0,130
34,20,1.0,0,130
34,21,1.0,0,130
34,22,1.0,0,130
34,23,1.0,0,130
34,24,1.0,0,130
34,25,1.0,0,130
34,26,1.0,0,130
34,27,1.0,0,130
34,28,1.0,0,130
34,29,1.0,0,130
34,30,1.0,0,130
34,31,1.0,0,130
34,32,1.0,0,130
34,33,1.0,0,130
34,34,1.0,0,130
34,35,1.0,0,130
34,36,1.0,0,130
34,37,1.0,0,130
34,38,1.0,0,130
34,39,1.0,0,130
34,40,1.0,0,130
34,41,1.0,0,130
34,42,1.0,0,130
34,43,1.0,0,130
34,44,1.0,0,130
34,45,1.0,0,130
34,46,1.0,0,130
34,47,1.0,0,130
34,48,1.0,0,130
34,49,1.0,0,130
34,50,1.0,0,130
34,51,1.0,0,130
34,52,1.0,0,130
34,53,1.0,0,130
34,54,1.0,0,130
34,55,1.0,0,130
34,56,1.0,0,130
34,57,1.0,0,130
34,58,1.0,0,130
34,59,1.0,0,130
34,60,1.0,0,130
34,61,1.0,0,130
34,62,1.0,0,130
34,63,1.0,0,130
34,64,1.0,0,130
34,65,1.0,0,130
34,66,1.0,0,130
34,67,1.0,0,130
34,68,1.0,0,130
34,69,1.0,0,130
34,70,1.0,0,130
34,71,1.0,0,130
34,72,1.0,0,130
34,73,1.0,0,130
34,74,1.0,0,130
34,75,1.0,0,130
34,76,1.0,0,130
34,77,1.0,0,130
34,78,1.0,0,130
34,79,1.0,0,130
34,80,1.0,0,130
34,81,1.0,0,129
34,82,1.0,0,128
34,83,1.0,0,127
34,84,1.0,0,126
34,85,1.0,0,125
34,86,1.0,0,124
34,87,1.0,0,123
34,88,1.0,0,122
34,89,1.0,0,121
34,90,1.0,0,120
34,91,1.0,0,119
34,92,1.0,0,118
34,93,1.0,0,117
34,94,1.0,0,116
34,95,1.0,0,115
34,96,1.0,0,114
34,97,1.0,0,113
34,98,1.0,0,112
34,99,1.0,0,111
34,100,1.0,0,110
34,101,1.0,0,109
34,102,1.0,0,108
34,103,1.0,0,107
34,104,1.0,0,106
34,105,1.0,0,105
34,106,1.0,0,104
34,107,1.0,0,103
34,108,1.0,0,102
34,109,1.0,0,101
34,110,1.0,0,100
34,111,1.0,0,99
34,112,1.0,0,98
34,113,1.0,0,97
34,114,1.0,0,96
34,115,1.0,0,95
34,116,1.0,0,94
34,117,1.0,0,93
34,118,1.0,0,92
34,119,1.0,0,91
34,120,1.0,0,90
34,121,1.0,0,89
34,122,1.0,0,88
34,123,1.0,0,87
34,124,1.0,0,86
34,125,1.0,0,85
34,126,1.0,0,84
34,127,1.0,0,83
34,128,1.0,0,82
34,129,1.0,0,81
34,130,1.0,0,80
34,131,1.0,0,79
34,132,1.0,0,78
34,133,1.0,0,77
34,134,1.0,0,76
34,135,1.0,0,75
34,136,1.0,0,74
34,137,1.0,0,73
34,138,1.0,0,72
34,139,1.0,0,71
34,140,1.0,0,70
34,141,1.0,0,69
34,142,1.0,0,68
34,143,1.0,0,67
34,144,1.0,0,66
34,145,1.0,0,65
34,146,1.0,0,64
34,147,1.0,0,63
34,148,1.0,0,62
34,149,1.0,0,61
34,150,1.0,0,60
34,151,1.0,0,59
34,152,1.0,0,58
34,153,1.0,0,57
34,154,1.0,0,56
34,155,1.0,0,55
34,156,1.0,0,54
34,157,1.0,0,53
34,158,1.0,0,52
34,159,1.0,0,51
34,160,1.0,0,50
34,161,1.0,0,49
34,162,1.0,0,48
34,163,1.0,0,47
34,164,1.0,0,46
34,165,1.0,0,45
34,166,1.0,0,44
34,167,1.0,0,43
34,168,1.0,0,42
34,169,1.0,0,41
34,170,1.0,0,40
34,171,1.0,1,39
34,172,1.0,0,38
34,173,1.0,1,37
34,174,1.0,1,36
34,175,1.0,1,35
34,176,1.0,1,34
34,177,1.0,1,33
34,178,1.0,1,32
34,179,1.0,1,31
34,180,1.0,1,30
34,181,1.0,1,29
34,182,1.0,1,28
34,183,1.0,1,27
34,184,1.0,1,26
34,185,1.0,1,25
34,186,1.0,1,24
34,187,1.0,1,23
34,188,1.0,2,22
34,189,1.0,2,21
34,190,1.0,2,20
34,191,1.0,2,19
34,192,1.0,2,18
34,193,1.0,2,17
34,194,1.0,2,16
34,195,1.0,2,15
34,196,1.0,2,14
34,197,1.0,2,13
34,198,1.0,2,12
34,199,1.0,2,11
34,200,,3,10
34,201,,3,9
34,202,,3,8
34,203,,3,7
35,1,1.0,0,130
35,2,1.0,0,130
35,3,1.0,0,130
35,4,1.0,0,130
35,5,1.0,0,130
35,6,1.0,0,130
35,7,1.0,0,130
35,8,1.0,0,130
35,9,1.0,0,130
35,10,1.0,0,130
35,11,1.0,0,130
35,12,1.0,0,130
35,13,1.0,0,130
35,14,1.0,0,130
35,15,1.0,0,130
35,16,1.0,0,130
35,17,1.0,0,130
35,18,1.0,0,130
35,19,1.0,0,130
35,20,1.0,0,130
35,21,1.0,0,130
35,22,1.0,0,130
35,23,1.0,0,130
35,24,1.0,0,130
35,25,1.0,0,130
35,26,1.0,0,130
35,27,1.0,0,130
35,28,1.0,0,130
35,29,1.0,0,130
35,30,1.0,0,130
35,31,1.0,0,130
35,32,1.0,0,130
35,33,1.0,0,130
35,34,1.0,0,130
35,35,1.0,0,130
35,36,1.0,0,130
35,37,1.0,0,130
35,38,1.0,0,130
35,39,1.0,0,130
35,40,1.0,0,130
35,41,1.0,1,130
35,42,1.0,1,130
35,43,1.0,0,130
35,44,1.0,1,130
35,45,1.0,0,130
35,46,1.0,0,130
35,47,1.0,0,130
35,48,1.0,0,130
35,49,1.0,0,130
35,50,1.0,0,130
35,51,1.0,0,130
35,52,1.0,0,130
35,53,1.0,0,130
35,54,1.0,0,130
35,55,1.0,0,130
35,56,1.0,0,130
35,57,1.0,0,130
35,58,1.0,0,130
35,59,1.0,0,130
35,60,1.0,0,130
35,61,1.0,0,130
35,62,1.0,0,130
35,63,1.0,0,130
35,64,1.0,0,130
35,65,1.0,0,130
35,66,1.0,1,130
35,67,1.0,1,130
35,68,1.0,1,130
35,69,1.0,1,130
35,70,1.0,0,130
35,71,1.0,0,130
35,72,1.0,0,130
35,73,1.0,0,130
35,74,1.0,0,130
35,75,1.0,0,130
35,76,1.0,0,130
35,77,1.0,0,130
35,78,1.0,0,130
35,79,1.0,1,130
35,80,1.0,0,129
35,81,1.0,1,128
35,82,1.0,1,127
35,83,1.0,1,126
35,84,1.0,1,125
35,85,1.0,0,124
35,86,1.0,0,123
35,87,1.0,0,122
35,88,1.0,0,121
35,89,1.0,0,120
35,90,1.0,0,119
35,91,1.0,0,118
35,92,1.0,0,117
35,93,1.0,0,116
35,94,1.0,0,115
35,95,1.0,0,114
35,96,1.0,0,113
35,97,1.0,0,112
35,98,1.0,0,111
35,99,1.0,0,110
35,100,1.0,0,109
35,101,1.0,0,108
35,102,1.0,0,107
35,103,1.0,0,106
35,104,1.0,0,105
35,105,1.0,0,104
35,106,1.0,0,103
35,107,1.0,0,102
35,108,1.0,0,101
35,109,1.0,0,100
35,110,1.0,0,99
35,111,1.0,0,98
35,112,1.0,0,97
35,113,1.0,0,96
35,114,1.0,0,95
35,115,1.0,0,94
35,116,1.0,0,93
35,117,1.0,0,92
35,118,1.0,0,91
35,119,1.0,0,90
35,120,1.0,0,89
35,121,1.0,0,88
35,122,1.0,0,87
35,123,1.0,0,86
35,124,1.0,0,85
35,125,1.0,0,84
35,126,1.0,0,83
35,127,1.0,1,82
35,128,1.0,1,81
35,129,1.0,1,80
35,130,1.0,1,79
35,131,1.0,1,78
35,132,1.0,1,77
35,133,1.0,1,76
35,134,1.0,1,75
35,135,1.0,1,74
35,136,1.0,1,73
35,137,1.0,1,72
35,138,1.0,1,71
35,139,1.0,1,70
35,140,1.0,1,69
35,141,1.0,1,68
35,142,1.0,1,67
35,143,1.0,1,66
35,144,1.0,1,65
35,145,1.0,1,64
35,146,1.0,1,63
35,147,1.0,1,62
35,148,1.0,1,61
35,149,1.0,1,60
35,150,1.0,1,59
35,151,1.0,1,58
35,152,1.0,1,57
35,153,1.0,1,56
35,154,1.0,1,55
35,155,1.0,1,54
35,156,1.0,1,53
35,157,1.0,2,52
35,158,1.0,2,51
35,159,1.0,1,50
35,160,1.0,1,49
35,161,1.0,1,48
35,162,1.0,1,47
35,163,1.0,1,46
35,164,1.0,1,45
35,165,1.0,1,44
35,166,1.0,1,43
35,167,1.0,1,42
35,168,1.0,2,41
35,169,1.0,2,40
35,170,1.0,2,39
35,171,1.0,2,38
35,172,1.0,2,37
35,173,1.0,2,36
35,174,1.0,2,35
35,175,1.0,2,34
35,176,1.0,2,33
35,177,1.0,2,32
35,178,1.0,2,31
35,179,1.0,2,30
35,180,1.0,2,29
35,181,1.0,2,28
35,182,1.0,2,27
35,183,1.0,2,26
35,184,1.0,2,25
35,185,1.0,2,24
35,186,1.0,2,23
35,187,1.0,2,22
35,188,1.0,2,21
35,189,1.0,2,20
35,190,1.0,2,19
35,191,1.0,2,18
35,192,1.0,2,17
35,193,1.0,2,16
35,194,1.0,2,15
35,195,1.0,2,14
35,196,1.0,2,13
35,197,,3,12
35,198,,3,11
36,1,1.0,0,130
36,2,1.0,0,130
36,3,1.0,0,130
36,4,1.0,0,130
36,5,1.0,0,130
